0.0,1527.6829305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1527.6829305,0.0,0.0,0.0,3055.365861,1527.6829305,0.0,0.0,0.0,0.0,0.0,1527.6829305
0.0,0.0,0.0,0.0,0.0,3055.365861,0.0,0.0,1527.6829305,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1527.6829305,0.0,0.0,1527.6829305,1527.6829305,0.0
0.0,1527.6829305,0.0,0.0,0.0,0.0,1527.6829305,3055.365861,0.0,0.0,0.0,0.0
0.0,3055.365861,1527.6829305,0.0,0.0,0.0,1527.6829305,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1527.6829305,1527.6829305,1527.6829305,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1527.6829305,0.0,0.0,0.0,0.0,1527.6829305,0.0,0.0
0.0,0.0,1527.6829305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1527.6829305
0.0,0.0,0.0,1527.6829305,0.0,0.0,0.0,1527.6829305,0.0,0.0,1527.6829305,0.0
0.0,0.0,0.0,1527.6829305,0.0,0.0,0.0,0.0,0.0,1527.6829305,0.0,0.0
0.0,1527.6829305,0.0,0.0,0.0,0.0,0.0,0.0,1527.6829305,0.0,0.0,0.0
